_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
2658721,0174F00023000000,7341 HERMITAGE ST,"PITTSBURGH, PA",0,0,1,596.59,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.8912192269946,40.45952243236886
2658722,0174E00279000000,7037 FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,1,609.92,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89945967805994,40.45832228819246
2658723,0173N00172000000,6939 CHAUCER ST,"PITTSBURGH, PA",0,0,1,432.67,10.81,Residential,Homewood North,9,12,2,12,5,3-18,-79.89894322128134,40.46407111021355
2658724,0231J00092000000,LAWNDALE ST,"PITTSBURGH, PA",0,0,1,41,1.02,Residential,Homewood North,9,13,2,13,5,3-17,-79.88143909183765,40.45709775269436
2658725,0174E00027000000,7144 MONTICELLO ST,"FAIRFAX, VA",0,0,1,346.37,14.43,Residential,Homewood North,9,13,2,13,5,3-17,-79.89619270518483,40.4594762064808
2658726,0125D00105000000,HERMITAGE ST,"LOS ANGELES, CA",0,0,1,53.37,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89964356854844,40.461029549462566
2658727,0231E00343000000,PERCHMENT ST,"PITTSBURGH, PA",0,0,1,64.8,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.87904468704171,40.45803860223575
2658728,0174B00198000000,7226 MOUNT VERNON ST,"PITTSBURGH, PA",0,0,1,360.81,42.09,Residential,Homewood North,9,13,2,13,5,3-17,-79.89354230359427,40.46098053733156
2658729,0173N00356000000,7024 UPLAND ST,"PITTSBURGH, PA",0,0,1,92.51,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.8984363648957,40.462761820125976
2658730,0173N00361000000,7014 UPLAND ST,"PITTSBURGH, PA",0,0,1,107.49,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89877433143593,40.46283710449424
2658731,0174L00046000000,7449 FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,1,1448.56,0,Commercial,Homewood North,9,13,2,13,5,3-17,-79.89013414247107,40.45625644757824
2658732,0174H00357000000,7750 MONTICELLO ST,"PITTSBURGH, PA",0,0,1,65.21,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88620122747645,40.45820622913464
2658733,0174F00175000000,7314 MONTICELLO ST,"IRVING, TX",0,0,1,346.46,8.66,Residential,Homewood North,9,13,2,13,5,3-17,-79.89275427593452,40.4586999066347
2658734,0174A00042000000,7117 MOUNT VERNON ST,"PITTSBURGH, PA",0,0,1,99.99,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89667469104937,40.46209319652871
2658735,0173P00201000000,7138 APPLE ST,"PITTSBURGH, PA",0,0,1,20.18,12.28,Residential,Homewood North,9,13,2,13,5,3-18,-79.89503155878242,40.46275513830065
2658736,0174E00006000000,7125 MONTICELLO ST,"PITTSBURGH, PA",0,0,1,226.42,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89624117111865,40.45989819009025
2658737,0174A00140000000,7107 KEDRON ST,"PITTSBURGH, PA",0,0,1,162.11,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.8971665008717,40.461537391267264
2658738,0174A00297000000,7056 HERMITAGE ST,"PITTSBURGH, PA",0,0,1,664.97,537.5,Residential,Homewood North,9,13,2,13,5,3-18,-79.89806347206968,40.46065161930588
2658739,0174M00057000000,1031 BLACKADORE ST,"PITTSBURGH, PA",0,0,1,74.34,23.54,Residential,Homewood North,9,13,2,13,5,3-17,-79.88342765972237,40.45719774187609
2658740,0174A00094000000,7036 MOUNT VERNON ST,"PITTSBURGH, PA",0,0,1,379.94,9.5,Residential,Homewood North,9,13,2,13,5,3-18,-79.89832980865944,40.46205295968939
2658741,0174M00306000000,BAXTER ST,"PITTSBURGH, PA",0,0,1,462.83,462.81,Residential,Homewood North,9,13,2,13,5,3-17,-79.8862159847132,40.45640558061012
2658742,0173N00381000000,7029 MOUNT VERNON ST,"PITTSBURGH, PA",0,0,1,125.99,14.7,Residential,Homewood North,9,13,2,13,5,3-18,-79.89842584942825,40.46249167521016
2658743,0174H00053000000,1110 WHEELER ST,"PITTSBURGH, PA",0,0,1,306.88,7.67,Residential,Homewood North,9,13,2,13,5,3-17,-79.88449088966462,40.459639781594845
2658744,0174A00211000000,7004 KEDRON ST,"PITTSBURGH, PA",0,0,1,14.98,1.75,Residential,Homewood North,9,13,2,13,5,3-18,-79.89942982493788,40.46170563489706
2658745,0125H00171000000,7011 IDLEWILD ST,"PITTSBURGH, PA",0,0,1,139.3,6.96,Residential,Homewood North,9,13,2,13,5,3-17,-79.90011252738711,40.45956172639264
2658746,0231J00260000000,PERCHMENT ST,"PITTSBURGH, PA",0,0,1,80.05,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.87968566810497,40.45629659781833
2658747,0173N00297000000,7019 UPLAND ST,"PITTSBURGH, PA",0,0,1,139.2,231.99,Residential,Homewood North,9,13,2,13,5,3-18,-79.89848308471822,40.46319334503305
2658748,0173N00293000000,7011 UPLAND ST,"PITTSBURGH, PA",0,0,1,560.37,14,Residential,Homewood North,9,13,2,13,5,3-18,-79.89876804810919,40.46325554526004
2658749,0174F00204000000,7325 RACE ST,"POMONA, CA",0,0,1,263.78,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89215311066539,40.45823794901532
2658750,0231J00071000000,1041 LAWNDALE ST,"MONSEY, NY",0,0,1,343.1,8.57,Residential,Homewood North,9,13,2,13,5,3-17,-79.88206217125155,40.45692056341584
2658751,0174A00352000000,MONTICELLO ST,"PITTSBURGH, PA",0,0,1,15.38,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89930469011665,40.46038620460735
2658752,0173N00238000000,1512 N LANG AVE,"PITTSBURGH, PA",0,0,1,266.51,31.09,Residential,Homewood North,9,13,2,13,5,3-18,-79.89679811007241,40.463036766309685
2658753,0174F00073000000,7242 HERMITAGE ST,"SIGNAL HILL, CA",0,0,1,743.36,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89334016832201,40.45956260816062
2658754,0174E00129000000,7116 RACE ST,"PITTSBURGH, PA",0,0,1,322.88,2.69,Residential,Homewood North,9,13,2,13,5,3-17,-79.8972764137922,40.45898864871823
2658755,0173N00327000000,7131 UPLAND ST,"PITTSBURGH, PA",0,0,1,242.47,160.46,Residential,Homewood North,9,13,2,13,5,3-18,-79.89618833433411,40.46266846452487
2658756,0174A00221000000,7023 HERMITAGE ST,"PITTSBURGH, PA",0,0,1,416.78,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89887781204747,40.46124145276005
2658757,0174B00191000000,7204 MOUNT VERNON ST,"MONSEY, NY",0,0,1,686.16,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89417109533507,40.46111716836437
2658758,0174A00289000000,1119 N LANG AVE,"PITTSBURGH, PA",0,0,1,223.91,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89782682671041,40.46037420132358
2658759,0174A00336000000,7056 FLETCHER WAY,"MONSEY, NY",0,0,1,615.01,15.37,Commercial,Homewood North,9,13,2,13,5,3-18,-79.89814040000277,40.46021608430343
2658760,0173N00326000000,7129 UPLAND ST,"PITTSBURGH, PA",0,0,1,371.68,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89627726209248,40.46269059744568
2658761,0174A00275000000,7122 HERMITAGE ST,"PITTSBURGH, PA",0,0,1,543.3,439.15,Residential,Homewood North,9,13,2,13,5,3-18,-79.89643997437936,40.46026460973992
2658762,0173N00311000000,1507 SAXON WAY,"PITTSBURGH, PA",0,0,1,166.06,19.37,Residential,Homewood North,9,13,2,13,5,3-18,-79.89762591099763,40.46309626309221
2658763,0174A00144000000,7115 KEDRON ST,"PITTSBURGH, PA",0,0,1,471.42,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89682137453411,40.46145846338437
2658764,0174B00115000000,7210 UPLAND ST,"PITTSBURGH, PA",0,0,1,55.57,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89411346584116,40.4617551614492
2658765,0174H00082000000,1105 BLACKADORE ST,"PITTSBURGH, PA",0,0,1,29.08,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88395216036281,40.45956704742695
2658766,0174A00073000000,7120 MOUNT VERNON ST,"PITTSBURGH, PA",0,0,1,138.32,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89654544002906,40.46165597964017
2658767,0174H00263000000,WHEELER ST,"PITTSBURGH, PA",0,0,1,20.98,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88493449147141,40.45830060929372
2658768,0174A00052000000,7137 MOUNT VERNON ST,"PITTSBURGH, PA",0,0,1,133.92,3.35,Residential,Homewood North,9,13,2,13,5,3-18,-79.89580845284692,40.46189734385528
2658769,0174A00004000000,7148 UPLAND ST,"PITTSBURGH, PA",0,0,1,600.4,15.01,Residential,Homewood North,9,13,2,13,5,3-18,-79.89555119012839,40.46210182769671
2658770,0174E00094000000,7133 RACE ST,"CORAOPOLIS, PA",0,0,1,170.04,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89657773601341,40.45924450567441
2658771,0174H00264000000,1065 WHEELER ST,"PITTSBURGH, PA",0,0,1,295.44,7.38,Residential,Homewood North,9,13,2,13,5,3-17,-79.88495515074035,40.458379374197015
2658772,0174K00047000000,7344 IDLEWILD ST,"MONROEVILLE, PA",0,0,1,103.97,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89182005218731,40.45700428839231
2658773,0174F00061000000,7218 HERMITAGE ST,"PITTSBURGH, PA",0,0,1,43.17,13.67,Residential,Homewood North,9,13,2,13,5,3-17,-79.89437413044749,40.45979806655104
2658774,0231J00090000000,LAWNDALE ST,"PITTSBURGH, PA",0,0,1,19.06,0.48,Residential,Homewood North,9,13,2,13,5,3-17,-79.88144306612813,40.457266521089466
2658775,0174B00129000000,7246 UPLAND ST,"PITTSBURGH, PA",0,0,1,421.23,10.53,Residential,Homewood North,9,13,2,13,5,3-18,-79.89286629560883,40.46148793296258
2658776,0125H00197000000,916 N MURTLAND ST,"PITTSBURGH, PA",0,0,1,853.88,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.90068048287407,40.459021486946725
2658777,0174F00188000000,7340 MONTICELLO ST,"PITTSBURGH, PA",0,0,1,255.23,4.25,Residential,Homewood North,9,13,2,13,5,3-17,-79.89161398927848,40.45844014880964
2658778,0174G00032000000,7416 MONTICELLO ST,"PITTSBURGH, PA",0,0,1,238.89,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89034357527973,40.458152177657865
2658779,0174A00045000000,7123 MOUNT VERNON ST,"WOODBRIDGE, VA",0,0,1,172.21,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89642971581614,40.4620384349778
2658780,0174A00328000000,7053 FLETCHER WAY,"PITTSBURGH, PA",0,0,1,325.94,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89832040143197,40.46051409231788
2658781,0174G00186000000,7440 HERMITAGE ST,"PITTSBURGH, PA",0,0,1,22.03,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88936239740552,40.45866210127653
2658782,0174H00359000000,THORN ST,"PITTSBURGH, PA",0,0,1,30.5,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88653506263701,40.458112770949135
2658783,0174L00041000000,7426 IDLEWILD ST,"PITTSBURGH, PA",0,0,1,404.88,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89027174643,40.45665391950317
2658784,0174E00113000000,1100 N HOMEWOOD AVE,"PITTSBURGH, PA",0,0,1,181.08,0,Commercial,Homewood North,9,13,2,13,5,3-17,-79.89565493314637,40.45862314879301
2658785,0174F00091000000,7334 HERMITAGE ST,"PITTSBURGH, PA",0,0,1,51.26,1.28,Residential,Homewood North,9,13,2,13,5,3-17,-79.89169672977702,40.459191234867085
2658786,0231J00020000000,1026 BLACKADORE ST,"MONSEY, NY",0,0,1,838.66,20.97,Residential,Homewood North,9,13,2,13,5,3-17,-79.88266356138601,40.45713851404776
2658787,0174F00233000000,7213 RACE ST,"PITTSBURGH, PA",0,0,1,619.46,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89502669865166,40.45888926878949
2658788,0174D00130000000,1119 BLACKADORE ST,"PITTSBURGH, PA",0,0,1,547.03,63.82,Residential,Homewood North,9,13,2,13,5,3-17,-79.88390114692204,40.460172760288096
2658789,0174A00015000000,7126 UPLAND ST,"MINNEAPOLIS, MN",0,0,1,95.33,2.38,Residential,Homewood North,9,13,2,13,5,3-18,-79.89649945867,40.46232032234696
2658790,0174B00121000000,7226 UPLAND ST,"PITTSBURGH, PA",0,0,1,227.56,5.69,Residential,Homewood North,9,13,2,13,5,3-17,-79.89356712168825,40.46164824610087
2658791,0174A00291000000,1123 N LANG AVE,"PITTSBURGH, PA",125.16,0,1,64.8,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89778783707291,40.46047958717575
2658792,0125H00195000000,932 N MURTLAND ST,"MONSEY, NY",0,0,1,492,12.3,Residential,Homewood North,9,13,2,13,5,3-17,-79.90058752347743,40.45926763983652
2658793,0174L00027000000,7419 IDLEWILD ST,"PITTSBURGH, PA",0,0,1,99.43,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89063567536286,40.457159352061765
2658794,0174B00276000000,7245 KEDRON ST,"MONROEVILLE, PA",0,0,1,187.58,4.69,Residential,Homewood North,9,13,2,13,5,3-17,-79.89323226064177,40.46063718691813
2658795,0174H00181000000,BLACKADORE ST,"PITTSBURGH, PA",0,0,1,19.06,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88382808458819,40.45806592581828
2658796,0174F00199000000,7341 RACE ST,"PITTSBURGH, PA",0,0,1,487.6,48.75,Residential,Homewood North,9,13,2,13,5,3-17,-79.89164890237438,40.458124735662906
2658797,0125H00174000000,7017 FIELDING WAY,"PITTSBURGH, PA",0,0,1,311.6,2.6,Residential,Homewood North,9,13,2,13,5,3-17,-79.8997972950761,40.459490217122074
2658798,0174B00320000000,7228 KEDRON ST,"UPPER MARLBORO, MD",0,0,1,558.46,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89371533247227,40.46033160422566
2658799,0173N00355000000,7026 UPLAND ST,"SAN JOSE, CA",0,0,1,404.09,47.14,Residential,Homewood North,9,13,2,13,5,3-18,-79.89836384604773,40.462744319546445
2658800,0174A00080000000,7106 MOUNT VERNON ST,"PITTSBURGH, PA",0,0,1,594.69,0,Residential,Homewood North,9,13,2,13,5,3-18,-79.89716005572579,40.4617957300546
2658801,0174A00201000000,7028 KEDRON ST,"PITTSBURGH, PA",0,0,1,13.92,0.58,Residential,Homewood North,9,13,2,13,5,3-18,-79.89864341997907,40.46145352670656
2658802,0174M00397000000,7721 FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,1,215.25,5.38,Residential,Homewood North,9,13,2,13,5,3-17,-79.88695949810531,40.45555612395215
2658803,0174H00054000000,1112 WHEELER ST,"IRVING, TX",0,0,1,49.34,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88448574966965,40.4596983224552
2658804,0125H00196000000,924 N MURTLAND ST,"MONSEY, NY",0,0,1,492,12.3,Residential,Homewood North,9,13,2,13,5,3-17,-79.90063292711896,40.45914545640329
2658805,0174K00046000000,7342 IDLEWILD ST,"PITTSBURGH, PA",0,0,1,354.65,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.89191902608817,40.45702865752464
2658806,0174F00290000000,7307 IDLEWILD ST,"SIGNAL HILL, CA",0,0,1,249.42,6.24,Residential,Homewood North,9,13,2,13,5,3-17,-79.89335254223981,40.457776786959286
2658807,0174M00069000000,1005 BLACKADORE ST,"BALTIMORE, MD",0,0,1,26.66,0,Residential,Homewood North,9,13,2,13,5,3-17,-79.88338987220723,40.45657045089522
2658808,0174E00205000000,7119 IDLEWILD ST,"PITTSBURGH, PA",0,0,1,307.51,12.81,Residential,Homewood North,9,13,2,13,5,3-17,-79.89734426961874,40.458684034284985
2658809,0174E00082000000,1000 RACE ST,"MONSEY, NY",0,0,1,1048.3,0,Commercial,Homewood North,9,13,2,13,5,3-17,-79.8977333254808,40.4595053176155
2658810,0174R00018000000,7617 BENNETT ST,"PITTSBURGH, PA",0,0,1,52.64,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.88962705317273,40.455148907681775
2658811,0175C00049000000,7634 MULFORD ST,"PITTSBURGH, PA",0,0,1,177.08,4.43,Residential,Homewood South,9,13,2,13,5,3-17,-79.89005980146143,40.452123254762434
2658812,0175C00300000000,328 FRAM ST,"PITTSBURGH, PA",0,0,1,143.59,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.88825283566929,40.45181561980517
2658813,0175C00213000000,515 CORA ST,"MONSEY, NY",0,0,1,171.56,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.88785240134683,40.4509255286799
2658814,0174N00314000000,7300 SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,1,230.72,354.7,Residential,Homewood South,9,13,2,13,5,3-17,-79.8964478114384,40.45285457929762
2658815,0175B00177000000,7552 SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,1,279.83,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.89261740521091,40.45129621342712
2658816,0174R00334000000,711 HALE ST,"PITTSBURGH, PA",0,0,1,120.73,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.88724270041574,40.453751182168894
2658817,0175A00037000000,7327 FINANCE ST,"SPRINGFIELD, IL",0,0,1,67.24,67.24,Residential,Homewood South,9,13,2,13,5,3-17,-79.89624499525695,40.45234607813408
2658818,0174N00322000000,7233 FINANCE ST,"PITTSBURGH, PA",0,0,1,734.44,18.36,Residential,Homewood South,9,13,2,13,5,3-17,-79.89764407045513,40.45288772623648
2658819,0175C00004000000,7634 HAMILTON AVE,"PITTSBURGH, PA",0,0,1,388.83,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.88991357902586,40.45270135002124
2658820,0174J00101000000,622 N HOMEWOOD AVE,"PITTSBURGH, PA",0,0,1,24.39,1.01,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89681060532014,40.45527247615233
2658821,0174P00272000000,7304 KELLY ST,"PITTSBURGH, PA",0,0,1,53.75,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.8947269376719,40.45478630322636
2658822,0175H00061000000,7929 SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,1,342.36,8.56,Residential,Homewood South,9,13,2,13,5,3-17,-79.88586073365978,40.449050898173674
2658823,0174R00089000000,7600 KELLY ST,"MONSEY, NY",0,0,1,1107,27.67,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89062960520566,40.45379843469081
2658824,0175C00345000000,7800 HAMILTON AVE,"MONSEY, NY",0,0,1,615.01,15.37,Commercial,Homewood South,9,13,2,13,5,3-17,-79.88735768612193,40.452138774989855
2658825,0125H00340000000,7017 BENNETT ST,"MONSEY, NY",0,0,1,1257.96,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.90052285689657,40.457626899281244
2658826,0175C00373000000,7801 HAMILTON AVE,"MONSEY, NY",0,0,1,123.01,3.08,Residential,Homewood South,9,13,2,13,5,3-17,-79.88733384517445,40.45253684508169
2658827,0174L00074000000,815 N BRADDOCK AVE,"PITTSBURGH, PA",0,0,1,100.97,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.89046903278113,40.455637778875925
2658828,0174K00295000000,7335 BENNETT ST,"PITTSBURGH, PA",0,0,1,216.79,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.89315659085933,40.45594717662184
2658829,0175H00137000000,TIOGA ST,"PITTSBURGH, PA",0,0,1,64.8,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.88467671643829,40.449576638750685
2658830,0174L00098000000,7609 BENNETT ST,"PITTSBURGH, PA",0,0,1,102.21,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.88983411092995,40.45519434510545
2658831,0125H00248000000,7034 FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,1,76.65,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.89951131169624,40.45784948733887
2658832,0174K00357000000,7321 FLEURY WAY,"MONSEY, NY",0,0,1,514.64,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.89381669247663,40.45540732881864
2658833,0175D00109000000,548 ROSEDALE ST,"PITTSBURGH, PA",0,0,1,321.85,18.77,Residential,Homewood South,9,13,2,13,5,3-17,-79.88627492178504,40.450528272352685
2658834,0175C00111000000,535 BRUSHTON AVE,"LARIMER, PA",0,0,1,537.51,0,Industrial,Homewood South,9,13,2,13,5,3-17,-79.89050113250407,40.45111347606922
2658835,0174P00084000000,7334 HAMILTON AVE,"MONSEY, NY",0,0,1,1353,33.82,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89397382725956,40.45364977008028
2658836,0174P00197000000,7305 HAMILTON AVE,"PITTSBURGH, PA",0,0,1,314.5,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.8949279095827,40.45422269941093
2658837,0125H00259000000,FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,1,36.9,0.92,Residential,Homewood South,9,13,2,13,5,3-17,-79.90064511238961,40.458118921817295
2658838,0125S00125000000,7104 HAMILTON AVE,"PITTSBURGH, PA",0,0,1,2676.02,847.37,Gov't Owned,Homewood South,9,13,2,13,5,3-17,-79.89927129907642,40.45460230293705
2658839,0174N00167000500,559 N HOMEWOOD AVE,"PITTSBURGH, PA",0,0,1,444.57,170.41,Residential,Homewood South,9,13,2,13,5,3-17,-79.89787304853604,40.45455603050733
2658840,0175C00123000000,7627 SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,1,301.15,7.53,Residential,Homewood South,9,13,2,13,5,3-17,-79.89104189360275,40.45094792107163
2658841,0175C00372000000,7803 HAMILTON AVE,"PITTSBURGH, PA",0,0,1,286.33,23.86,Residential,Homewood South,9,13,2,13,5,3-17,-79.88724742062625,40.452516486796334
2658842,0174P00090000000,7356 HAMILTON AVE,"MONSEY, NY",0,0,1,1353,33.82,Commercial,Homewood South,9,13,2,13,5,3-17,-79.8933313814449,40.453475124351115
2658843,0125M00174000000,7035 KELLY ST,"MONSEY, NY",0,0,1,1257.96,0,Commercial,Homewood South,9,13,2,13,5,3-17,-79.900332798199,40.45656887727694
2658844,0174N00211000000,7232 HAMILTON AVE,"PITTSBURGH, PA",0,0,1,325.91,0,Commercial,Homewood South,9,13,2,13,5,3-17,-79.8963162622892,40.45421289306055
2658845,0175C00349000000,7724 HAMILTON AVE,"PITTSBURGH, PA",0,0,1,266.5,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.88807584853018,40.45221011281355
2658846,0125M00365000000,536 N MURTLAND ST,"MONSEY, NY",0,0,1,857.7,21.44,Commercial,Homewood South,9,13,2,13,5,3-17,-79.90217676206208,40.45541012592716
2658847,0175C00264000000,566 BRUSHTON AVE,"PITTSBURGH, PA",0,0,1,3505.14,0,Gov't Owned,Homewood South,9,13,2,13,5,3-17,-79.8891938068502,40.45170755605964
2658848,0174P00114000000,7520 HAMILTON AVE,"MONSEY, NY",0,0,1,1722,43.05,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89205077637693,40.4530113529318
2658849,0174N00297000000,7217 SUSQUEHANNA ST,"VERONA, PA",0,0,1,172.2,20.09,Residential,Homewood South,9,13,2,13,5,3-17,-79.89742764842042,40.453587659250246
2658850,0174P00343000000,7325 KELLY ST,"PITTSBURGH, PA",0,0,1,306.48,35.75,Residential,Homewood South,9,13,2,13,5,3-17,-79.89395053680158,40.455114568432094
2658851,0174P00334000000,7347 KELLY ST,"PITTSBURGH, PA",0,0,1,2576.91,64.41,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89296168674728,40.45479335542792
2658852,0174N00019000000,7231 FORMOSA WAY,"CRANBERRY TWP, PA",0,0,1,188.7,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.89592032193082,40.4548896131632
2658853,0174N00313000000,7240 SUSQUEHANNA ST,"BEAUMONT, CA",0,0,1,413.61,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.89666932548664,40.45290263718272
2658854,0175C00047000000,7630 MULFORD ST,"PITTSBURGH, PA",0,0,1,388.82,9.72,Residential,Homewood South,9,13,2,13,5,3-17,-79.8902508127678,40.45214165933913
2658855,0174K00343000B00,7306 BENNETT ST,"PITTSBURGH, PA",0,0,1,155.81,18.18,Residential,Homewood South,9,13,2,13,5,3-17,-79.8942924412468,40.455727993485674
2658856,0125S00307000000,23 PARK LANE DR,"PITTSBURGH, PA",0,0,1,330.71,0,Residential,Homewood South,9,13,2,13,5,3-17,-79.9013232032506,40.45415748341816
2658857,0174K00174000000,7310 FRANKSTOWN AVE,"PITTSBURGH, PA",0,0,1,6842.03,3534.91,Commercial,Homewood South,9,13,2,13,5,3-17,-79.89352573361626,40.45648294618033
2658858,0175G00086000000,7737 SUSQUEHANNA ST,"PITTSBURGH, PA",0,0,1,46.7,5.45,Residential,Homewood South,9,13,2,13,5,3-17,-79.88907222125454,40.45007109751238
2658859,0174R00133000000,HAMILTON AVE,"MONROEVILLE, PA",0,0,1,15.38,0.38,Residential,Homewood South,9,13,2,13,5,3-17,-79.89002459086596,40.45321171252064
